#gene1	gene2	strand1(gene/fusion)	strand2(gene/fusion)	breakpoint1	breakpoint2	site1	site2	type	split_reads1	split_reads2	discordant_mates	coverage1	coverage2	confidence	reading_frame	tags	retained_protein_domains	closest_genomic_breakpoint1	closest_genomic_breakpoint2	gene_id1	gene_id2	transcript_id1	transcript_id2	direction1	direction2	filters	fusion_transcript	peptide_sequence	read_identifiers
ZNF844	ENSG00000268870	+/.	-/.	chr19:12192306	chr19:12422282	intergenic	intron	deletion/read-through/5'-5'	0	0	0	5	0	low	.	.	.	.	.	ENSG00000223547.10	ENSG00000268870.1	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000286098	ENSG00000268870	+/.	-/.	chr19:12192306	chr19:12422282	intergenic	intron	deletion/read-through/5'-5'	0	0	0	5	0	low	.	.	.	.	.	ENSG00000286098.1	ENSG00000268870.1	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000286132	ZNF44	+/.	-/.	chr19:12192306	chr19:12287459	intergenic	intron	deletion/read-through/5'-5'	0	0	0	5	1	low	.	.	.	.	.	ENSG00000286132.1	ENSG00000197857.16	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF844	ZNF44	+/.	-/.	chr19:12192306	chr19:12287459	intergenic	intron	deletion/read-through/5'-5'	0	0	0	5	1	low	.	.	.	.	.	ENSG00000223547.10	ENSG00000197857.16	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000286098	ZNF44	+/.	-/.	chr19:12192306	chr19:12287459	intergenic	intron	deletion/read-through/5'-5'	0	0	0	5	1	low	.	.	.	.	.	ENSG00000286098.1	ENSG00000197857.16	.	.	downstream	upstream	mismatches(1)	.	.	.
MYBPC2	ZNF836	+/.	-/.	chr19:50446626	chr19:51659053	intron	intergenic	deletion/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000086967.10	ENSG00000196267.14	.	.	downstream	upstream	mismatches(1)	.	.	.
RPL7P51(9473),SPACA6-AS1(26280)	ZNF836	./.	-/.	chr19:51659083	chr19:52164255	intergenic	intron	deletion	0	0	0	2	2	low	.	.	.	.	.	.	ENSG00000196267.14	.	.	downstream	upstream	mismatches	.	.	.
RPL7P51(9473),SPACA6-AS1(26280)	ENSG00000267827	./.	-/.	chr19:51659083	chr19:52164255	intergenic	intron	deletion	0	0	0	2	2	low	.	.	.	.	.	.	ENSG00000267827.5	.	.	downstream	upstream	mismatches	.	.	.
VN1R79P(4157),ZNF66(13195)	ZNF66	./.	+/.	chr19:20763109	chr19:20779696	intergenic	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	.	ENSG00000160229.13	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000267509	ENSG00000267509(145807),ENSG00000266928(22856)	+/.	./.	chr19:28089307	chr19:28271237	intron	intergenic	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000267509.5	.	.	.	downstream	upstream	mismatches	.	.	.
ADGRL1	ADGRE2	-/.	-/.	chr19:14190991	chr19:14764921	intron	intron	deletion	0	0	0	1	0	low	.	.	.	.	.	ENSG00000072071.17	ENSG00000127507.18	.	.	downstream	upstream	mismatches(1)	.	.	.
RASIP1	PLEKHA4	-/.	-/.	chr19:48731130	chr19:48861066	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105538.10	ENSG00000105559.13	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000287608	RNU6-698P	-/-	+/-	chr19:53462658	chr19:53653731	intron	exon	deletion/read-through/3'-3'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000287608.1	ENSG00000200393.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000213777	RNU6-698P	+/+	+/+	chr19:53506319	chr19:53653731	intron	exon	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000213777.5	ENSG00000200393.1	.	.	downstream	upstream	mismatches	.	.	.
GZMM	ENSG00000267666(1864),FSTL3(5028)	+/.	./.	chr19:546605	chr19:671364	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000197540.8	.	.	.	downstream	upstream	mismatches	.	.	.
ARHGAP35	SAE1	+/.	+/.	chr19:46923843	chr19:47193751	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000160007.20	ENSG00000142230.13	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF419	ZNF551	+/+	+/+	chr19:57495556	chr19:57692533	3'UTR	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105136.22	ENSG00000204519.11	.	.	downstream	upstream	mismatches	.	.	.
UNC13A	SLC5A5	-/.	+/.	chr19:17670178	chr19:17887839	intron	intron	deletion/read-through/3'-3'	0	0	0	1	4	low	.	.	.	.	.	ENSG00000130477.16	ENSG00000105641.4	.	.	downstream	upstream	mismatches(1)	.	.	.
NRTN	RANBP3-DT	+/.	+/.	chr19:5859823	chr19:5998167	intergenic	intron	deletion/read-through	1	0	0	1	1	low	.	.	.	.	.	ENSG00000171119.3	ENSG00000266983.3	.	.	downstream	upstream	min_support	.	.	.
EEF1A1P7	EEF1A1P7(147),LINC01531(15312)	+/+	./+	chr19:35384020	chr19:35384199	exon	intergenic	deletion/read-through	0	0	0	611	497	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
ENSG00000267179	ZNF433-AS1	+/.	+/.	chr19:11936307	chr19:12005495	intron	intron	deletion/read-through	0	0	1	4	1	low	.	.	.	.	.	ENSG00000267179.1	ENSG00000219665.8	.	.	downstream	upstream	min_support	.	.	.
ZNF700	ZNF433-AS1	+/.	+/.	chr19:11936307	chr19:12005495	intron	intron	deletion/read-through	0	0	1	4	1	low	.	.	.	.	.	ENSG00000196757.8	ENSG00000219665.8	.	.	downstream	upstream	min_support	.	.	.
ENSG00000233836	ZNF254	+/.	+/.	chr19:23803699	chr19:24045567	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000233836.8	ENSG00000213096.11	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000233836	ENSG00000268362	+/.	+/.	chr19:23803699	chr19:24045567	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000233836.8	ENSG00000268362.6	.	.	downstream	upstream	mismatches	.	.	.
RELB	FBXO46	+/.	-/.	chr19:45016220	chr19:45722060	intron	intron	deletion/5'-5'	0	0	0	7	0	low	.	.	.	.	.	ENSG00000104856.15	ENSG00000177051.6	.	.	downstream	upstream	mismatches(1)	.	.	.
EEF2	EEF2	-/-	-/-	chr19:3977276	chr19:3977338	CDS	CDS	duplication/ITD	1	0	0	66	79	low	.	.	.	.	.	ENSG00000167658.16	ENSG00000167658.16	.	.	upstream	downstream	intragenic_exonic	.	.	.
EEF1A1P7	EEF1A1P7(34),LINC01531(15425)	+/+	./+	chr19:35383868	chr19:35384086	exon	intergenic	deletion/read-through	0	0	0	872	537	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
ENSG00000269825	ZNF83	-/.	-/.	chr19:52676561	chr19:52676574	intron	intron	duplication	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269825.3	ENSG00000167766.21	.	.	upstream	downstream	hairpin(1)	.	.	.
PDCD5	PDCD5	+/+	+/+	chr19:32586893	chr19:32585833	CDS	CDS	duplication	0	0	0	5	14	low	.	.	.	.	.	ENSG00000105185.12	ENSG00000105185.12	.	.	downstream	upstream	homopolymer(1)	.	.	.
SLC8A2	RN7SL322P	-/-	+/-	chr19:47452884	chr19:47581156	intron	exon	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000118160.14	ENSG00000276588.1	.	.	downstream	upstream	mismatches	.	.	.
BTBD2	JSRP1	-/.	-/.	chr19:2027413	chr19:2258006	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000133243.10	ENSG00000167476.10	.	.	downstream	upstream	mismatches(1)	.	.	.
BLOC1S3	VASP	+/.	+/.	chr19:45208056	chr19:45435843	intron	intergenic	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	ENSG00000189114.8	ENSG00000125753.15	.	.	downstream	upstream	mismatches(1)	.	.	.
BLOC1S3	ERCC1	+/.	-/.	chr19:45208056	chr19:45435843	intron	intron	deletion/read-through/5'-5'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000189114.8	ENSG00000012061.17	.	.	downstream	upstream	mismatches(1)	.	.	.
MARK4	VASP	+/.	+/.	chr19:45208056	chr19:45435843	intron	intergenic	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	ENSG00000007047.16	ENSG00000125753.15	.	.	downstream	upstream	mismatches(1)	.	.	.
MARK4	ERCC1	+/.	-/.	chr19:45208056	chr19:45435843	intron	intron	deletion/read-through/5'-5'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000007047.16	ENSG00000012061.17	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF91	ENSG00000275201(7393),ZNF725P(4567)	-/.	./.	chr19:23355282	chr19:23487861	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000167232.14	.	.	.	downstream	upstream	mismatches	.	.	.
UHRF1	PTPRS	+/.	-/.	chr19:4906575	chr19:5172355	intron	intron	deletion/read-through/5'-5'	0	0	0	1	3	low	.	.	.	.	.	ENSG00000276043.5	ENSG00000105426.19	.	.	downstream	upstream	mismatches	.	.	.
ZNF781	SPINT2	-/.	+/.	chr19:37683371	chr19:38245670	intron	intron	deletion/3'-3'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000290988.1	ENSG00000167642.13	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643856	chr19:12643515	3'UTR	exon	deletion/read-through	0	0	0	150	218	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
BORCS8	MAU2(11295),GATAD2A(15777)	-/.	./.	chr19:19189665	chr19:19370049	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000254901.8	.	.	.	downstream	upstream	mismatches(1)	.	.	.
BORCS8-MEF2B	MAU2(11295),GATAD2A(15777)	-/.	./.	chr19:19189665	chr19:19370049	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000064489.23	.	.	.	downstream	upstream	mismatches(1)	.	.	.
MEF2B	MAU2(11295),GATAD2A(15777)	-/.	./.	chr19:19189665	chr19:19370049	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000213999.17	.	.	.	downstream	upstream	mismatches(1)	.	.	.
NFIC	TJP3	+/.	+/.	chr19:3442462	chr19:3736658	intron	intron	deletion/read-through	0	0	0	2	3	low	.	.	.	.	.	ENSG00000141905.19	ENSG00000105289.15	.	.	downstream	upstream	mismatches(1)	.	.	.
SAFB2	SAFB2	-/.	-/.	chr19:5588389	chr19:5588491	intron	intron	duplication	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130254.12	ENSG00000130254.12	.	.	upstream	downstream	hairpin(1)	.	.	.
RANBP3-DT	ENSG00000284490	+/.	+/.	chr19:5982865	chr19:6200768	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000266983.3	ENSG00000284490.1	.	.	downstream	upstream	mismatches	.	.	.
LGALS4	FBXO27	-/.	-/.	chr19:38808089	chr19:39027385	intron	intron	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	ENSG00000171747.9	ENSG00000161243.10	.	.	downstream	upstream	mismatches(1)	.	.	.
SMARCA4	SPC24	+/.	-/.	chr19:11061616	chr19:11144714	intron	intron	deletion/read-through/5'-5'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000127616.22	ENSG00000161888.12	.	.	downstream	upstream	mismatches	.	.	.
ARHGAP45	ENSG00000267372(11630),PWWP3A(20235)	+/.	./.	chr19:1079027	chr19:1334476	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000180448.11	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000287960	QTRT1(1443),DNM2(3175)	-/.	./.	chr19:9508880	chr19:10714880	exon	intergenic	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000287960.1	.	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000286132	ENSG00000268870	+/.	-/.	chr19:12192306	chr19:12422282	intergenic	intron	deletion/read-through/5'-5'	0	0	0	5	0	low	.	.	.	.	.	ENSG00000286132.1	ENSG00000268870.1	.	.	downstream	upstream	mismatches(1)	.	.	.
RPS11	RPS11	+/+	+/-	chr19:49497559	chr19:49498006	CDS	CDS	inversion/3'-3'	0	0	0	225	220	low	.	.	.	.	.	ENSG00000142534.7	ENSG00000142534.7	.	.	downstream	downstream	mismatches	.	.	.
ENSG00000267881	CEACAM3(10344),HNRNPA1P52(7794)	+/.	./.	chr19:41742187	chr19:41821898	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267881.2	.	.	.	downstream	upstream	mismatches	.	.	.
TPM3P5	TPM3P5(68),PLEKHA3P1(14077)	+/+	./+	chr19:41506894	chr19:41506966	exon	intergenic	deletion/read-through	0	0	0	15	11	low	.	.	.	.	.	ENSG00000268034.1	.	.	.	downstream	upstream	read_through	.	.	.
MAP3K10	AKT2	+/.	-/.	chr19:40207684	chr19:40270802	intron	intron	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000130758.8	ENSG00000105221.18	.	.	downstream	upstream	mismatches	.	.	.
ZNF546	AKT2	+/.	-/.	chr19:39988791	chr19:40219123	intron	intergenic	deletion/read-through/5'-5'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000187187.14	ENSG00000105221.18	.	.	downstream	upstream	mismatches(1)	.	.	.
ANGPTL6	ANGPTL6(329),PPAN-P2RY11(3216)	-/-	./-	chr19:10102656	chr19:10103007	5'UTR	intergenic	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000130812.11	.	.	.	downstream	upstream	read_through(1)	.	.	.
RPL39P38	MIR3188(3112),RPL39P38(70)	-/-	./-	chr19:18285412	chr19:18285273	exon	intergenic	deletion/read-through	0	0	0	109	71	low	.	.	.	.	.	ENSG00000241464.3	.	.	.	upstream	downstream	read_through	.	.	.
FZR1	MFSD12	+/.	-/.	chr19:3521553	chr19:3550602	intron	intron	deletion/read-through/5'-5'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000105325.15	ENSG00000161091.15	.	.	downstream	upstream	mismatches	.	.	.
ZNF823	ENSG00000268744	-/.	-/.	chr19:11724610	chr19:12383986	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000197933.13	ENSG00000268744.1	.	.	downstream	upstream	mismatches	.	.	.
MYO1F	MYO1F(819),ADAMTS10(1844)	-/.	./.	chr19:8549122	chr19:8578396	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000142347.19	.	.	.	downstream	upstream	read_through	.	.	.
DOCK6	RGL3	-/.	-/.	chr19:11256872	chr19:11410181	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000130158.14	ENSG00000205517.13	.	.	downstream	upstream	mismatches	.	.	.
ZGLP1	ZGLP1	-/.	-/.	chr19:10309372	chr19:10309405	CDS	CDS	inversion/3'-3'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000220201.8	ENSG00000220201.8	.	.	downstream	downstream	hairpin(1)	.	.	.
ACER1	FCER2(18249),CLEC4G(8562)	-/.	./.	chr19:6312907	chr19:7720395	intron	intergenic	deletion	0	0	0	3	0	low	.	.	.	.	.	ENSG00000167769.5	.	.	.	downstream	upstream	mismatches(1)	.	.	.
ACER1	MBD3L2B(4250),MBD3L5(4897)	-/.	./.	chr19:6312918	chr19:7025681	intron	intergenic	deletion	0	0	0	3	1	low	.	.	.	.	.	ENSG00000167769.5	.	.	.	downstream	upstream	mismatches	.	.	.
RPS5	RPS5	+/+	+/+	chr19:58393477	chr19:58393435	CDS	CDS	duplication/ITD	1	0	0	79	79	low	.	.	.	.	.	ENSG00000083845.9	ENSG00000083845.9	.	.	downstream	upstream	intragenic_exonic	.	.	.
SLC5A5	KCNN1	+/.	+/.	chr19:17879162	chr19:17984060	intron	intron	deletion/read-through	0	0	0	4	1	low	.	.	.	.	.	ENSG00000105641.4	ENSG00000105642.16	.	.	downstream	upstream	mismatches	.	.	.
SIN3B	CPAMD8	+/.	-/.	chr19:16835614	chr19:16962527	intron	intron	deletion/read-through/5'-5'	0	0	0	0	1	low	.	.	.	.	.	ENSG00000127511.10	ENSG00000160111.15	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF283(13945),ZNF404(6403)	ENSG00000267022	./.	+/.	chr19:43865962	chr19:44035984	intergenic	intron	deletion/read-through	0	0	0	4	0	low	.	.	.	.	.	.	ENSG00000267022.1	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF554	ZNF57	+/.	+/.	chr19:2826743	chr19:2914337	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000172006.12	ENSG00000171970.14	.	.	downstream	upstream	duplicates(1)	.	.	.
ZNF554	TLE6	+/.	+/.	chr19:2826743	chr19:2984550	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000172006.12	ENSG00000104953.20	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000273654	LRRC25(14455),SSBP4(6787)	+/.	./.	chr19:18026819	chr19:18412077	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000273654.1	.	.	.	downstream	upstream	mismatches	.	.	.
MAP4K1	RYR1	-/.	+/.	chr19:38593856	chr19:38593869	intron	intron	inversion	0	0	0	0	1	low	.	.	.	.	.	ENSG00000104814.13	ENSG00000196218.14	.	.	downstream	downstream	hairpin(1)	.	.	.
RYR1	MAP4K1	+/.	-/.	chr19:38593856	chr19:38593869	intron	intron	inversion	0	0	0	0	1	low	.	.	.	.	.	ENSG00000196218.14	ENSG00000104814.13	.	.	downstream	downstream	hairpin(1)	.	.	.
RYR1	RYR1	+/.	+/.	chr19:38593856	chr19:38593869	intron	intron	inversion/3'-3'	0	0	0	0	1	low	.	.	.	.	.	ENSG00000196218.14	ENSG00000196218.14	.	.	downstream	downstream	hairpin(1)	.	.	.
SEPTIN7P8(2290),ENSG00000238150(29)	ENSG00000238150	./+	+/+	chr19:53775570	chr19:53775616	intergenic	exon	deletion/read-through	0	0	0	323	360	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
CEACAM16-AS1	CLASRP	-/-	+/-	chr19:44717088	chr19:45040746	intron	exon	deletion/read-through/3'-3'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000266903.3	ENSG00000104859.15	.	.	downstream	upstream	mismatches(1)	.	.	.
EEF1A1P7	EEF1A1P7(7),LINC01531(15452)	+/+	./+	chr19:35384051	chr19:35384059	exon	intergenic	deletion/read-through	0	0	0	717	489	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
GIPC1	TECR	-/.	+/.	chr19:14491374	chr19:14543908	intron	intron	deletion/read-through/3'-3'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000123159.16	ENSG00000099797.15	.	.	downstream	upstream	mismatches	.	.	.
MIR23AHG(9930),NANOS3(9205)	TECR	./.	+/.	chr19:13852858	chr19:14543908	intergenic	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000099797.15	.	.	downstream	upstream	mismatches	.	.	.
MIR23AHG(9930),NANOS3(9205)	DNAJB1	./.	-/.	chr19:13852858	chr19:14543908	intergenic	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000132002.9	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000284428(803),VN1R90P(13566)	LINC01224	./.	-/.	chr19:23275054	chr19:23413284	intergenic	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	.	ENSG00000269416.7	.	.	downstream	upstream	low_entropy	.	.	.
PGLYRP2	CALR3	-/.	-/.	chr19:15470809	chr19:16492008	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000161031.13	ENSG00000269058.6	.	.	downstream	upstream	mismatches	.	.	.
CHST8	LSM14A	+/.	+/.	chr19:33640004	chr19:34197620	intron	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000124302.13	ENSG00000257103.9	.	.	downstream	upstream	mismatches	.	.	.
GARIN5B	NLRP11	-/.	-/.	chr19:55355860	chr19:55793443	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000180043.11	ENSG00000179873.14	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000267706	NLRP11	-/.	-/.	chr19:55355860	chr19:55793443	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267706.3	ENSG00000179873.14	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643856	chr19:12643814	3'UTR	exon	deletion/read-through	0	0	0	150	201	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
MIR23AHG	MISP3(710),C19orf67(5852)	-/-	./-	chr19:13829513	chr19:14075772	exon	intergenic	deletion/read-through	0	0	0	4	1	low	.	.	.	.	.	ENSG00000267519.6	.	.	.	downstream	upstream	mismatches(1)	.	.	.
MIR23AHG	RFX1	-/-	-/-	chr19:13829491	chr19:13968121	exon	intron	deletion/read-through	0	0	0	4	2	low	.	.	.	.	.	ENSG00000267519.6	ENSG00000132005.9	.	.	downstream	upstream	mismatches	.	.	.
TMEM38A	NWD1	+/.	+/.	chr19:16678323	chr19:16782045	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000072954.7	ENSG00000188039.17	.	.	downstream	upstream	mismatches	.	.	.
LINC01842	DDX39A	+/.	-/.	chr19:14339517	chr19:14414494	intron	intron	deletion/read-through/5'-5'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000267147.3	ENSG00000123136.15	.	.	downstream	upstream	mismatches(1)	.	.	.
LINC01841	DDX39A	-/.	-/.	chr19:14339517	chr19:14414494	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000266913.1	ENSG00000123136.15	.	.	downstream	upstream	mismatches(1)	.	.	.
HIF3A	PNMA8C(16256),PNMA8A(21299)	+/+	./+	chr19:46341261	chr19:46445192	3'UTR	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000124440.16	.	.	.	downstream	upstream	mismatches	.	.	.
PIH1D1	NOSIP	-/.	-/.	chr19:49451124	chr19:49569289	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000104872.11	ENSG00000142546.14	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF765	ENSG00000287608	+/.	-/.	chr19:53392314	chr19:53464968	intron	intron	deletion/read-through/5'-5'	0	0	0	1	3	low	.	.	.	.	.	ENSG00000196417.13	ENSG00000287608.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000268945	DAND5	-/.	+/.	chr19:12683646	chr19:12968330	intron	intron	deletion/read-through/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000268945.1	ENSG00000179284.6	.	.	downstream	upstream	mismatches	.	.	.
ZNF573	ZFP30	-/-	-/-	chr19:37758421	chr19:37626515	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000189144.15	ENSG00000120784.17	.	.	upstream	downstream	mismatches	.	.	.
SAE1	DHX34	+/.	+/.	chr19:47202755	chr19:47374259	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000142230.13	ENSG00000134815.19	.	.	downstream	upstream	mismatches	.	.	.
NOTCH3	ENSG00000270802(5345),ENSG00000273218(1486)	-/.	./.	chr19:15169027	chr19:15344582	intron	intergenic	deletion/read-through	0	0	0	1	3	low	.	.	.	.	.	ENSG00000074181.9	.	.	.	downstream	upstream	low_entropy(1)	.	.	.
TRPM4	ENSG00000268686	+/.	-/.	chr19:49249269	chr19:49377539	intergenic	intron	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000130529.16	ENSG00000268686.2	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000269110	ZNF429	-/.	+/.	chr19:20629696	chr19:21549011	intron	intron	deletion/3'-3'	0	0	0	2	3	low	.	.	.	.	.	ENSG00000269110.1	ENSG00000197013.11	.	.	downstream	upstream	mismatches	.	.	.
PTPRS	CATSPERD	-/.	+/.	chr19:5235238	chr19:5761295	exon	intron	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105426.19	ENSG00000174898.16	.	.	downstream	upstream	mismatches	.	.	.
RPL23AP2	RPL23AP2	+/+	+/+	chr19:15612014	chr19:15611958	exon	exon	duplication/ITD	0	0	0	169	206	low	.	.	.	.	.	ENSG00000225067.4	ENSG00000225067.4	.	.	downstream	upstream	hairpin(1)	.	.	.
ZNF136	ZNF44	+/.	-/.	chr19:12175486	chr19:12268599	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000196646.12	ENSG00000197857.16	.	.	downstream	upstream	mismatches	.	.	.
SLC25A42	SUGP1	+/.	-/.	chr19:19076405	chr19:19314073	intron	intron	deletion/read-through/5'-5'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000181035.14	ENSG00000105705.16	.	.	downstream	upstream	mismatches(1)	.	.	.
PTPRS	HSD11B1L	-/.	+/.	chr19:5343618	chr19:5685840	intergenic	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105426.19	ENSG00000167733.14	.	.	downstream	upstream	mismatches(1)	.	.	.
PTPRS	RPL36	-/.	+/.	chr19:5343618	chr19:5685840	intergenic	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105426.19	ENSG00000130255.13	.	.	downstream	upstream	mismatches(1)	.	.	.
RFX2	ACER1	-/.	-/.	chr19:6014315	chr19:6320395	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000087903.13	ENSG00000167769.5	.	.	downstream	upstream	mismatches(1)	.	.	.
RANBP3-DT	ACER1	+/.	-/.	chr19:6014315	chr19:6320395	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000266983.3	ENSG00000167769.5	.	.	downstream	upstream	mismatches(1)	.	.	.
CEACAM22P	TOMM40	-/.	+/.	chr19:44615143	chr19:44899048	intron	intron	deletion/read-through/3'-3'	0	0	0	1	3	low	.	.	.	.	.	ENSG00000290603.1	ENSG00000130204.13	.	.	downstream	upstream	mismatches	.	.	.
RPS4XP21	RPS4XP20	-/-	-/-	chr19:34092659	chr19:34022753	exon	exon	deletion/read-through	0	0	0	12	72	low	.	.	.	.	.	ENSG00000186008.7	ENSG00000249987.1	.	.	upstream	downstream	mismatches	.	.	.
FCAR(1650),ENSG00000268734(1650),NCR1(13078)	RPL28	./.	+/.	chr19:54893070	chr19:55396956	intergenic	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000108107.15	.	.	downstream	upstream	mismatches	.	.	.
NLRP7	RPL28	-/.	+/.	chr19:54963986	chr19:55396956	intron	intron	deletion/3'-3'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000167634.12	ENSG00000108107.15	.	.	downstream	upstream	mismatches	.	.	.
