#gene1	gene2	strand1(gene/fusion)	strand2(gene/fusion)	breakpoint1	breakpoint2	site1	site2	type	split_reads1	split_reads2	discordant_mates	coverage1	coverage2	confidence	reading_frame	tags	retained_protein_domains	closest_genomic_breakpoint1	closest_genomic_breakpoint2	gene_id1	gene_id2	transcript_id1	transcript_id2	direction1	direction2	filters	fusion_transcript	peptide_sequence	read_identifiers
ENSG00000266893	LINC01532	-/.	+/.	chr19:28843195	chr19:29004828	intergenic	intron	deletion/read-through/3'-3'	0	0	0	4	0	low	.	.	.	.	.	ENSG00000266893.1	ENSG00000267014.6	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000267243	LINC01532	-/.	+/.	chr19:28843195	chr19:29004828	intergenic	intron	deletion/read-through/3'-3'	0	0	0	4	0	low	.	.	.	.	.	ENSG00000267243.6	ENSG00000267014.6	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000283403	LINC01532	-/.	+/.	chr19:28843195	chr19:29004828	intergenic	intron	deletion/read-through/3'-3'	0	0	0	4	0	low	.	.	.	.	.	ENSG00000283403.1	ENSG00000267014.6	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000266893	LINC00906	-/.	+/.	chr19:28843195	chr19:28922501	intergenic	intron	deletion/read-through/3'-3'	0	0	0	4	0	low	.	.	.	.	.	ENSG00000266893.1	ENSG00000267339.8	.	.	downstream	upstream	mismatches(1)	.	.	.
LSM4	TMEM161A	-/.	-/.	chr19:18314942	chr19:19133597	intron	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000130520.11	ENSG00000064545.15	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000283201	VN1R92P(19979),ENSG00000275201(14594)	-/.	./.	chr19:23238219	chr19:23465168	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000283201.1	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF724	VN1R92P(19979),ENSG00000275201(14594)	-/.	./.	chr19:23238219	chr19:23465168	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000196081.10	.	.	.	downstream	upstream	mismatches	.	.	.
EEF1A1P7	EEF1A1P7(34),LINC01531(15425)	+/+	./+	chr19:35383919	chr19:35384086	exon	intergenic	deletion/read-through	0	0	0	677	404	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
INSR	ARHGEF18	-/.	+/.	chr19:7234053	chr19:7385655	intron	intron	deletion/read-through/3'-3'	0	0	0	1	3	low	.	.	.	.	.	ENSG00000171105.14	ENSG00000104880.19	.	.	downstream	upstream	mismatches	.	.	.
HOMER3-AS1(3495),RN7SL70P(7010)	SUGP1	./.	-/.	chr19:18950947	chr19:19287369	intergenic	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	.	ENSG00000105705.16	.	.	downstream	upstream	mismatches	.	.	.
TRPM4	KASH5	+/.	+/.	chr19:49206716	chr19:49228692	intron	intergenic	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	ENSG00000130529.16	ENSG00000161609.10	.	.	downstream	upstream	mismatches(1)	.	.	.
COL5A3	C3P1	-/.	+/.	chr19:9990399	chr19:10048549	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000080573.7	ENSG00000167798.20	.	.	downstream	upstream	mismatches	.	.	.
TMPRSS9	ZNF77	+/.	-/.	chr19:2377732	chr19:2935330	intron	intron	deletion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000178297.15	ENSG00000175691.9	.	.	downstream	upstream	mismatches	.	.	.
PPP5D1P	DACT3-AS1	-/.	+/.	chr19:46515759	chr19:46663949	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000291145.1	ENSG00000245598.7	.	.	downstream	upstream	mismatches	.	.	.
CYP4F9P(10545),LINC00661(5722)	ENSG00000141979	./.	-/.	chr19:16009565	chr19:16511168	intergenic	intron	deletion	0	1	0	1	2	low	.	.	.	.	.	.	ENSG00000141979.4	.	.	downstream	upstream	min_support	.	.	.
TRPM4(12522),SLC6A21P(31114)	RCN3	./.	+/.	chr19:49224358	chr19:49532412	intergenic	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	.	ENSG00000142552.8	.	.	downstream	upstream	mismatches	.	.	.
ZNF569	ZNF793	-/-	+/-	chr19:37460353	chr19:37535205	intron	3'UTR	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000196437.12	ENSG00000188227.14	.	.	downstream	upstream	mismatches(1)	.	.	.
DPRX(9570),ENSG00000269842(1471)	ENSG00000269842	./.	+/.	chr19:53646584	chr19:53726254	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000269842.6	.	.	downstream	upstream	read_through	.	.	.
TLE2	ANKRD24	-/.	+/.	chr19:3018773	chr19:3082002	intron	intergenic	deletion/read-through/3'-3'	0	0	0	2	0	low	.	.	.	.	.	ENSG00000065717.16	ENSG00000089847.13	.	.	downstream	upstream	duplicates(1)	.	.	.
TLE2	ENSG00000267448	-/.	-/.	chr19:3018757	chr19:3306315	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000065717.16	ENSG00000267448.6	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000288017(43359),UQCRFS1(68930)	VSTM2B-DT	./.	-/.	chr19:29136390	chr19:29352140	intergenic	intron	deletion/read-through	0	0	0	1	3	low	.	.	.	.	.	.	ENSG00000264515.7	.	.	downstream	upstream	mismatches	.	.	.
CACTIN	NFIC	-/-	+/-	chr19:3612161	chr19:3379560	CDS	intron	deletion/read-through/5'-5'	0	1	0	0	1	low	.	.	.	.	.	ENSG00000105298.14	ENSG00000141905.19	.	.	upstream	downstream	min_support	.	.	.
YJU2	UHRF1	+/.	+/.	chr19:4249883	chr19:4956128	intron	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000105248.16	ENSG00000276043.5	.	.	downstream	upstream	mismatches	.	.	.
YJU2	UHRF1	+/.	+/.	chr19:4249883	chr19:4932265	intron	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000105248.16	ENSG00000276043.5	.	.	downstream	upstream	mismatches	.	.	.
SAE1	ENSG00000268746	+/.	+/.	chr19:47143335	chr19:47682903	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000142230.13	ENSG00000268746.1	.	.	downstream	upstream	mismatches(1)	.	.	.
FGF21(14787),RNU6-317P(20032)	GYS1	./.	-/.	chr19:48773120	chr19:48986652	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000104812.15	.	.	downstream	upstream	mismatches	.	.	.
CCDC106	ZSCAN5A	+/.	-/.	chr19:55646588	chr19:56278265	intron	intron	deletion/5'-5'	1	0	0	2	1	low	.	.	.	.	.	ENSG00000173581.8	ENSG00000131848.10	.	.	downstream	upstream	min_support	.	.	.
LILRA1	ENSG00000215765	+/.	+/.	chr19:54599092	chr19:54793322	intron	intron	deletion/read-through	0	0	0	2	0	low	.	.	.	.	.	ENSG00000104974.12	ENSG00000215765.3	.	.	downstream	upstream	mismatches(2)	.	.	.
SLC5A5	KCNN1	+/.	+/.	chr19:17887436	chr19:17995811	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105641.4	ENSG00000105642.16	.	.	downstream	upstream	mismatches	.	.	.
ZNF841	ZNF614	-/-	-/-	chr19:52064850	chr19:52023333	3'UTR	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000197608.12	ENSG00000142556.19	.	.	upstream	downstream	mismatches	.	.	.
CALR	CALR	+/+	+/+	chr19:12943810	chr19:12943772	CDS	CDS	duplication/ITD	0	0	0	54	54	low	.	.	.	.	.	ENSG00000179218.15	ENSG00000179218.15	.	.	downstream	upstream	hairpin(1)	.	.	.
JAK3	RPS18P13	-/-	+/-	chr19:17836498	chr19:18048883	intron	exon	deletion/read-through/3'-3'	0	0	0	0	222	low	.	.	.	.	.	ENSG00000105639.21	ENSG00000243455.3	.	.	downstream	upstream	mismatches(1)	.	.	.
RPL18A(5935),ENSG00000279617(1185)	RPS18P13	./+	+/+	chr19:17870088	chr19:18048883	intergenic	exon	deletion/read-through	0	0	0	1	222	low	.	.	.	.	.	.	ENSG00000243455.3	.	.	downstream	upstream	mismatches(1)	.	.	.
SLC5A5(11906),CCDC124(25935)	RPS18P13	./+	+/+	chr19:17907080	chr19:18048883	intergenic	exon	deletion/read-through	0	0	0	0	222	low	.	.	.	.	.	.	ENSG00000243455.3	.	.	downstream	upstream	mismatches(1)	.	.	.
NPHS1	TBCB	-/.	+/.	chr19:35829620	chr19:36124626	intron	intron	deletion/read-through/3'-3'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000161270.20	ENSG00000105254.12	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000267383	ENSG00000269043	-/.	+/.	chr19:20260196	chr19:20492972	intron	intron	deletion/read-through/3'-3'	1	0	0	11	0	low	.	.	.	.	.	ENSG00000267383.9	ENSG00000269043.2	.	.	downstream	upstream	mismatches(1),non_coding_neighbors	.	.	.
PLIN3	PTPRS	-/.	-/.	chr19:4863270	chr19:4887699	intron	intergenic	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000105355.9	ENSG00000105426.19	.	.	downstream	upstream	mismatches(1)	.	.	.
OR10H4(23602),CYP4F9P(5883)	TPM4	./+	+/+	chr19:15973952	chr19:16086469	intergenic	CDS	deletion/read-through	0	0	0	0	33	low	.	.	.	.	.	.	ENSG00000167460.17	.	.	downstream	upstream	mismatches(1)	.	.	.
SSBP4	CRTC1	+/.	+/.	chr19:18421984	chr19:18685538	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000130511.16	ENSG00000105662.16	.	.	downstream	upstream	duplicates	.	.	.
SSBP4	KXD1	+/.	+/.	chr19:18421947	chr19:18566578	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000130511.16	ENSG00000105700.11	.	.	downstream	upstream	mismatches(1)	.	.	.
NFIC	ZFR2	+/.	-/.	chr19:3462240	chr19:3847383	intron	intron	deletion/read-through/5'-5'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000141905.19	ENSG00000105278.12	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000269807	CHAF1A	-/-	+/-	chr19:4353937	chr19:4419100	exon	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269807.1	ENSG00000167670.16	.	.	downstream	upstream	mismatches	.	.	.
DPY19L3-DT	ENSG00000267725(12680),GPATCH1(786)	-/.	./.	chr19:32400327	chr19:33080113	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267213.4	.	.	.	downstream	upstream	mismatches(1)	.	.	.
TPM4	TPM4	+/+	+/-	chr19:16102640	chr19:16102666	3'UTR	3'UTR	inversion/3'-3'	1	0	0	10	11	low	.	.	.	.	.	ENSG00000167460.17	ENSG00000167460.17	.	.	downstream	downstream	intragenic_exonic	.	.	.
ZNF571	ZFP30	-/.	-/.	chr19:37584811	chr19:37642955	intron	intron	deletion/read-through	0	0	1	1	1	low	.	.	.	.	.	ENSG00000180479.15	ENSG00000120784.17	.	.	downstream	upstream	min_support	.	.	.
DNMT1	TYK2	-/.	-/.	chr19:10205389	chr19:10355749	intron	intron	deletion/read-through	0	0	0	2	3	low	.	.	.	.	.	ENSG00000130816.17	ENSG00000105397.15	.	.	downstream	upstream	mismatches(1)	.	.	.
MRPL4	PDE4A	+/.	+/.	chr19:10253286	chr19:10443034	intron	intron	deletion/read-through	0	0	0	6	5	low	.	.	.	.	.	ENSG00000105364.14	ENSG00000065989.16	.	.	downstream	upstream	duplicates	.	.	.
LIMASI	TYK2	-/.	-/.	chr19:10253261	chr19:10355749	intron	intron	deletion/read-through	0	0	0	3	3	low	.	.	.	.	.	ENSG00000266978.1	ENSG00000105397.15	.	.	downstream	upstream	mismatches(1)	.	.	.
CAPN12	ACP7	-/.	+/.	chr19:38741354	chr19:39092258	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000182472.9	ENSG00000183760.11	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000188223	THAP8	+/.	-/.	chr19:35750765	chr19:36038735	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000188223.9	ENSG00000161277.11	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000188223	ENSG00000267698	+/.	+/.	chr19:35750765	chr19:36038735	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000188223.9	ENSG00000267698.2	.	.	downstream	upstream	mismatches	.	.	.
MBD3L1	ZNF317	+/.	+/.	chr19:8842223	chr19:8845693	intron	intergenic	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000170948.4	ENSG00000130803.15	.	.	downstream	upstream	read_through(1)	.	.	.
INSR	RPS27AP19(1475),RETN(1098)	-/.	./.	chr19:7262414	chr19:7667951	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000171105.14	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000197332	ENSG00000291101	+/.	+/.	chr19:11659458	chr19:12203122	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000197332.9	ENSG00000291101.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000266950(6243),FBXL12(1723)	C3P1	./.	+/.	chr19:9808544	chr19:10045853	intergenic	intron	deletion/read-through	0	0	0	1	6	low	.	.	.	.	.	.	ENSG00000167798.20	.	.	downstream	upstream	mismatches	.	.	.
NPAS1	SAE1	+/.	+/.	chr19:47034857	chr19:47142343	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130751.10	ENSG00000142230.13	.	.	downstream	upstream	mismatches	.	.	.
ZNF675	ENSG00000268442(69703),ERVK-28(3405296)	-/.	./.	chr19:23615357	chr19:24233187	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000197372.10	.	.	.	downstream	upstream	mismatches	.	.	.
EEF1A1P7(221),LINC01531(15238)	KRTDAP	./.	-/.	chr19:35384273	chr19:35493341	intergenic	intron	deletion/read-through	0	0	0	149	0	low	.	.	.	.	.	.	ENSG00000188508.11	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643924	chr19:12643884	3'UTR	exon	deletion/read-through	0	0	0	3	132	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
ERCC2(6530),PPP1R13L(2190)	EML2	./.	-/.	chr19:45377448	chr19:45631653	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000125746.18	.	.	downstream	upstream	mismatches(1)	.	.	.
MARK4	CKM	+/.	-/.	chr19:45129811	chr19:45315397	intron	intron	deletion/read-through/5'-5'	0	0	0	7	0	low	.	.	.	.	.	ENSG00000007047.16	ENSG00000104879.5	.	.	downstream	upstream	mismatches(1)	.	.	.
CAMSAP3	FBN3(12361),ENSG00000269651(11319)	+/.	./.	chr19:7609084	chr19:8161953	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000076826.10	.	.	.	downstream	upstream	mismatches(1)	.	.	.
CKM(3971),RPS16P9(5852)	SYMPK	./.	-/.	chr19:45326846	chr19:45846066	intergenic	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000125755.19	.	.	downstream	upstream	mismatches	.	.	.
CLPTM1	SYMPK	+/.	-/.	chr19:44966210	chr19:45846066	intron	intron	deletion/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000104853.16	ENSG00000125755.19	.	.	downstream	upstream	mismatches	.	.	.
CARM1	LDLR	+/+	+/+	chr19:10917432	chr19:11132627	intron	3'UTR	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000142453.13	ENSG00000130164.15	.	.	downstream	upstream	mismatches	.	.	.
CCL25	ANGPTL4	+/+	+/+	chr19:8054973	chr19:8363681	intron	5'UTR	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000131142.14	ENSG00000167772.12	.	.	downstream	upstream	mismatches	.	.	.
ZFP14	ZNF345	-/.	+/.	chr19:36349001	chr19:36909646	intron	intron	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000142065.14	ENSG00000251247.13	.	.	downstream	upstream	mismatches	.	.	.
ZNRF4(644),TINCR(100667)	SAFB2	./.	-/.	chr19:5457500	chr19:5602412	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000130254.12	.	.	downstream	upstream	mismatches	.	.	.
AP3D1	TMPRSS9	-/.	+/.	chr19:2107544	chr19:2400363	intron	intron	deletion/read-through/3'-3'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000065000.20	ENSG00000178297.15	.	.	downstream	upstream	mismatches	.	.	.
TPM3P5	TPM3P5(78),PLEKHA3P1(14067)	+/+	./+	chr19:41506868	chr19:41506976	exon	intergenic	deletion/read-through	0	0	0	21	14	low	.	.	.	.	.	ENSG00000268034.1	.	.	.	downstream	upstream	read_through	.	.	.
ZNF85	ZNF714	+/+	+/+	chr19:20949787	chr19:21117263	CDS	CDS	deletion/read-through	0	0	0	1	3	low	.	.	.	.	.	ENSG00000105750.15	ENSG00000160352.16	.	.	downstream	upstream	mismatches(1)	.	.	.
EEF2	ANKRD24	-/.	+/.	chr19:3978596	chr19:4205951	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000167658.16	ENSG00000089847.13	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000290427	INSR	-/.	-/.	chr19:6987624	chr19:7245100	intron	intron	deletion/read-through	0	0	1	2	2	low	.	.	.	.	.	ENSG00000290427.1	ENSG00000171105.14	.	.	downstream	upstream	min_support	.	.	.
ZNF730(4196),ENSG00000269471(52593)	ENSG00000283201	./.	-/.	chr19:23151417	chr19:23248834	intergenic	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	.	ENSG00000283201.1	.	.	downstream	upstream	mismatches	.	.	.
ZNF730(4196),ENSG00000269471(52593)	ZNF724	./.	-/.	chr19:23151417	chr19:23248834	intergenic	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	.	ENSG00000196081.10	.	.	downstream	upstream	mismatches	.	.	.
MED25	ZNF473CR	+/.	+/.	chr19:49820062	chr19:50060941	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000104973.19	ENSG00000204666.3	.	.	downstream	upstream	mismatches	.	.	.
TPRX1	ELSPBP1	-/.	+/.	chr19:47814872	chr19:48003623	intron	intron	deletion/read-through/3'-3'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000178928.9	ENSG00000169393.10	.	.	downstream	upstream	mismatches	.	.	.
RNU6-993P(7562),GNG7(516)	ENSG00000267001	./.	-/.	chr19:2510703	chr19:2718756	intergenic	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000267001.1	.	.	downstream	upstream	duplicates(1)	.	.	.
RNU6-993P(7562),GNG7(516)	DIRAS1	./.	-/.	chr19:2510703	chr19:2718756	intergenic	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000176490.5	.	.	downstream	upstream	duplicates(1)	.	.	.
HPN	LINC01766	+/.	+/.	chr19:35061461	chr19:35599703	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105707.15	ENSG00000224910.2	.	.	downstream	upstream	mismatches	.	.	.
GADD45B(19692),RNU6-993P(5096)	ENSG00000267001	./.	-/.	chr19:2497951	chr19:2718756	intergenic	intron	deletion/read-through	0	0	0	0	2	low	.	.	.	.	.	.	ENSG00000267001.1	.	.	downstream	upstream	mismatches(1)	.	.	.
GADD45B(19692),RNU6-993P(5096)	DIRAS1	./.	-/.	chr19:2497951	chr19:2718756	intergenic	intron	deletion/read-through	0	0	0	0	2	low	.	.	.	.	.	.	ENSG00000176490.5	.	.	downstream	upstream	mismatches(1)	.	.	.
POU2F2	MEGF8	-/.	+/.	chr19:42108526	chr19:42341381	intron	intron	deletion/read-through/3'-3'	0	0	0	6	0	low	.	.	.	.	.	ENSG00000028277.22	ENSG00000105429.13	.	.	downstream	upstream	mismatches(1)	.	.	.
POU2F2	GSK3A	-/.	-/.	chr19:42108526	chr19:42238921	intron	intron	deletion/read-through	0	0	0	6	0	low	.	.	.	.	.	ENSG00000028277.22	ENSG00000105723.13	.	.	downstream	upstream	mismatches(1)	.	.	.
POU2F2	ZNF526	-/.	+/.	chr19:42108526	chr19:42221585	intron	intron	deletion/read-through/3'-3'	0	0	0	6	0	low	.	.	.	.	.	ENSG00000028277.22	ENSG00000167625.12	.	.	downstream	upstream	mismatches(1)	.	.	.
POU2F2	ENSG00000288671	-/.	-/.	chr19:42108526	chr19:42221585	intron	intron	deletion/read-through	0	0	0	6	0	low	.	.	.	.	.	ENSG00000028277.22	ENSG00000288671.1	.	.	downstream	upstream	mismatches(1)	.	.	.
ARID3A	STK11	+/.	+/.	chr19:937111	chr19:1186690	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000116017.11	ENSG00000118046.17	.	.	downstream	upstream	mismatches	.	.	.
POU2F2	DEDD2	-/.	-/.	chr19:42108526	chr19:42218961	intron	intron	deletion/read-through	0	0	0	6	0	low	.	.	.	.	.	ENSG00000028277.22	ENSG00000160570.14	.	.	downstream	upstream	mismatches(1)	.	.	.
SEPTIN7P8(2297),ENSG00000238150(22)	ENSG00000238150	./+	+/+	chr19:53775577	chr19:53775618	intergenic	exon	deletion/read-through	0	0	0	281	292	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
TDRD12	SLC7A9	+/.	-/.	chr19:32816237	chr19:32851228	intron	intron	deletion/read-through/5'-5'	1	0	0	0	3	low	.	.	.	.	.	ENSG00000173809.18	ENSG00000021488.13	.	.	downstream	upstream	min_support	.	.	.
RPS4XP21	RPS4XP20	-/-	-/-	chr19:34093116	chr19:34023243	exon	exon	deletion/read-through	0	0	0	110	13	low	.	.	.	.	.	ENSG00000186008.7	ENSG00000249987.1	.	.	upstream	downstream	mismatches	.	.	.
OR7E24(2261),OR7E18P(6129)	ZNF561	./.	-/.	chr19:9254886	chr19:9616860	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000171469.11	.	.	downstream	upstream	mismatches	.	.	.
STK11	ATP5F1D	+/+	+/+	chr19:1184721	chr19:1242921	intron	exon	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000118046.17	ENSG00000099624.8	.	.	downstream	upstream	mismatches	.	.	.
ZNF77(1740),ENSG00000279452(2324)	TLE2	./.	-/.	chr19:2946711	chr19:2999522	intergenic	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	.	ENSG00000065717.16	.	.	downstream	upstream	mismatches	.	.	.
HDGFL2	UHRF1	+/.	+/.	chr19:4478872	chr19:4919503	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000167674.15	ENSG00000276043.5	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267509(73648),ENSG00000266928(95015)	ENSG00000267320	./.	-/.	chr19:28199078	chr19:28377731	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000267320.5	.	.	downstream	upstream	mismatches	.	.	.
ZNF83	ZNF702P	-/.	-/.	chr19:52677957	chr19:52695245	intron	intergenic	deletion/read-through	0	0	0	0	2	low	.	.	.	.	.	ENSG00000167766.21	ENSG00000242779.8	.	.	downstream	upstream	read_through(1)	.	.	.
ZNF83	ZNF702P	-/.	-/.	chr19:52680101	chr19:52695245	intron	intergenic	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000167766.21	ENSG00000242779.8	.	.	downstream	upstream	read_through(1)	.	.	.
ZNF302(20893),ENSG00000274104(26008)	LINC02965	./.	+/.	chr19:34707290	chr19:34864051	intergenic	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000269086.3	.	.	downstream	upstream	mismatches	.	.	.
ZNF428	PLAUR	-/.	-/.	chr19:43618658	chr19:43660422	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000131116.12	ENSG00000011422.12	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000268790	TMEM38A	-/.	+/.	chr19:16606366	chr19:16667108	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000268790.5	ENSG00000072954.7	.	.	downstream	upstream	read_through	.	.	.
MED26	TMEM38A	-/.	+/.	chr19:16606366	chr19:16667108	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105085.11	ENSG00000072954.7	.	.	downstream	upstream	read_through	.	.	.
NUDT19	WDR88	+/.	+/.	chr19:32709792	chr19:33141080	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000213965.4	ENSG00000166359.11	.	.	downstream	upstream	mismatches(1)	.	.	.
CREB3L3	SAFB	+/.	+/.	chr19:4158675	chr19:5582945	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000060566.14	ENSG00000160633.13	.	.	downstream	upstream	mismatches(1)	.	.	.
KLK15	CEACAM18	-/.	+/.	chr19:50828049	chr19:51484422	intron	intron	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000174562.14	ENSG00000213822.7	.	.	downstream	upstream	mismatches	.	.	.
IGFL2-AS1	IGFL1P2(22543),HIF3A(13641)	-/.	./.	chr19:46199964	chr19:46283401	intron	intergenic	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000268621.6	.	.	.	downstream	upstream	mismatches(2)	.	.	.
ENSG00000269026	C19orf18	+/.	-/.	chr19:57939569	chr19:57973083	intergenic	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269026.2	ENSG00000177025.3	.	.	downstream	upstream	mismatches(1)	.	.	.
NWD1	CPAMD8	+/.	-/.	chr19:16780801	chr19:16959215	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000188039.17	ENSG00000160111.15	.	.	downstream	upstream	mismatches	.	.	.
SEPTIN7P8(2278),ENSG00000238150(41)	ENSG00000238150	./+	+/+	chr19:53775558	chr19:53775612	intergenic	exon	deletion/read-through	0	0	0	263	292	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
EEF1A1P7	LINC01531	+/+	+/+	chr19:35384026	chr19:35416642	exon	exon	deletion/read-through	0	0	0	509	0	low	.	.	.	.	.	ENSG00000268222.1	ENSG00000205786.8	.	.	downstream	upstream	mismatches(2)	.	.	.
KRI1	AP1M2	-/.	-/.	chr19:10559235	chr19:10577668	intron	intron	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	ENSG00000129347.21	ENSG00000129354.12	.	.	downstream	upstream	mismatches(1)	.	.	.
HNRNPM	MUC16(6664),BOLA3P2(2290)	+/.	./.	chr19:8448636	chr19:9017054	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000099783.13	.	.	.	downstream	upstream	mismatches(1)	.	.	.
